X,Y,Facility,County,Address,City,ZipCode,Type,ResidentialWellsSampled,SiteLead,SiteLeadEmail,SiteLeadPhone,Hyperlink,Longitude,Latitude,Tier,SiteType,Status,Location,Military,Comment,FacilityOrder,FacilityDate,GlobalID,SiteBackground,DrinkingWaterInformation,AnticipatedActivities,OBJECTID
647697.0953,489411.2987,Montmorency-Oscoda-Alpena Landfill,Montmorency County,6751 Landfill Road,Atlanta,49709,Landfill,No,John Ozoga ,OzogaJ@Michigan.gov,231-429-1718,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/montmorency-county/montmorency-oscoda-alpena-landfill,-84.12584,44.94109,3,MCL,Final,Atlanta,No,,,2020/08/03 00:00:00+00,{4159A81C-7158-42DD-B565-BA754374AD3A},,,,119
497781.6329,300825.7595,Muskegon County Wastewater Management System Metro Wastewater Treatment Plant ,Muskegon County,698 North Maple Island Road,Muskegon,49442,Wastewater,TBD,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/muskegon-county-wwms-metro-wwtp,-86.02556,43.25861,2,MCL,Final,Muskegon,No,,,2020/08/03 00:00:00+00,{7EA9BCCF-56FD-4FCC-8C20-D9FE9BB2B270},,,,120
472826.836,315306.9976,Muskegon Chemical Company,Muskegon County,1725 Warner Street ,Whitehall,49461,Industrial,No,Nicolas Dawson,DawsonN1@Michigan.gov ,517-897-0912,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/muskegon-chemical-company,-86.333655,43.388554,2,MCL,Final,Whitehall,No,,,2020/08/03 00:00:00+00,{841DFF01-93D3-4DAF-9549-CB1FDCE4F22D},,,,121
725224.5672,243495.1037,Oakland Heights Development Landfill,Oakland County,2350 Brown Road ,Auburn Hills,48326,Landfill,Yes,Jim Bakun,BakunJ@Michigan.gov ,586-753-3834,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/oakland-heights-development-landfill,-83.24783,42.70851,1,MCL,Final,Auburn Hills,No,,,2020/08/03 00:00:00+00,{0B98E2C8-182C-4BCA-AC87-D8A137B5F9DD},,,,122
672614.4363,304906.4527,Peoples Landfill,Saginaw County,4143 East Rathbun Road,Birch Run,48415,Landfill,Yes,Lori Babcock,BabcockL4@Michigan.gov,989-460-7352 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/peoples-landfill,-83.870768,43.275145,2,MCL,Final,Birch Run,No,,,2020/08/03 00:00:00+00,{10CCA187-B510-4BFF-8B53-41B125EB6EDF},,,,123
735634.9055,217290.8091,Reichhold East Area,Oakland County,3101 Bermuda,Ferndale,48220,Industrial,No,Nicole Sanabria,SanabriaN@Michigan.gov,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/reichhold-east-area,-83.13177,42.46953,4,MCL,Final,Ferndale,No,,,2020/08/03 00:00:00+00,{23682F86-6C70-4466-B03D-B23E67F60C37},,,,124
663948.6343,318639.8324,Saginaw Malleable Iron,Saginaw County,77 West Center Street ,Saginaw,48602,Industrial,No,"Andrew Karg
",KargA@Michigan.gov ,989-891-6948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/saginaw-malleable-iron,-83.97338,43.400721,1,MCL,Final,Saginaw,No,,,2020/08/03 00:00:00+00,{8D2BAE63-884F-40B1-8FD3-36427C770F22},,,,125
739651.1756,251755.0725,South Macomb Disposal Authority Landfill #11 ,Macomb County,65921 Mound Road ,Washington,48095,Landfill,Yes,Jim Bakun,BakunJ@Michigan.gov ,586-753-3834,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/south-macomb-disposal-authority-landfill-11-landfill,-83.0682584,42.7784224,1,MCL,Final,Washington Twp,No,,,2020/08/03 00:00:00+00,{471CF7CF-0E76-49F4-8115-41D0D1728FF6},,,,126
753030.5314,241755.6587,South Macomb Disposal Authority Landfills 9/9A ,Macomb County,24 Mile Road,Macomb Township,48042,Landfill,Yes,Samantha Belisle,BelisleS1@Michigan.gov,517-290-0686,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/south-macomb-disposal-authority-landfills-9-9a,-82.909353,42.684108,1,MCL,Final,Macomb Twp,No,,,2020/08/03 00:00:00+00,{15108E45-1678-4CEC-9278-2C227088FFEA},,,,127
526309.9724,265023.1824,Steele Avenue Area,Kent County,1500 Block of Steele Avenue SW ,Grand Rapids,49507,Industrial,No,Brent Ritchie,Ritchieb1@michigan.gov,616-581-1782,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/steele-avenue-area,-85.675934,42.935709,3,MCL,Final,Grand Rapids,No,,,2020/08/03 00:00:00+00,{4B5ED0AD-7EBD-4F24-B7B4-A266338525BE},,,,128
550779.7336,139582.8139,Sturgis City Landfill,St. Joseph County,US-12 and Big Hill Road,Sturgis,49091,Landfill,Yes,Pablo Mora,MoraP@Michigan.gov,269-910-0136,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-joseph-county/sturgis-city-landfill,-85.387928,41.804786,2,MCL,Final,Sturgis,No,,,2020/08/03 00:00:00+00,{6D954AA5-3D05-47F9-AEAA-8ACDFE0F2823},,,,129
764509.7225,325878.4662,Tri-City Recycling and Disposal Facility - Messman Site,Sanilac County,426 North Ruth Road,Carsonville,48419,Landfill,Yes,Lori Babcock,BabcockL4@Michigan.gov,989-460-7352 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/sanilac-county/tri-city-recycling-and-disposal-facility-messman-site,-82.729143,43.436952,2,MCL,Final,Carsonville,No,,,2020/08/03 00:00:00+00,{41E1B6F2-1FCD-4A37-89E0-DFCD41D415E6},,,,130
664530.7768,272474.9766,Venice Park Recycling Disposal Facility,Shiawassee County,9536 East Lennon Road,Lennon,48449,Landfill,No,Evin Maguire,MaguireE@Michigan.gov ,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/shiawassee-county/venice-park-recycling-and-disposal-facility,-83.9801,42.98503,2,MCL,Final,Lennon,No,,,2020/08/03 00:00:00+00,{D73C58A2-3B3C-4292-898D-A8490DBE34E0},,,,131
704450.1085,188738.7595,Wayne Disposal Site 1 Landfill,Wayne County,49350 North I-94 Service Drive,Belleville,48111,Landfill,No,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/wayne-disposal-site-1-landfill,-83.52123,42.22151,4,MCL,Final,Belleville,No,,,2020/08/03 00:00:00+00,{608038A4-3982-4CF2-918F-9C4E5A8ED9C7},,,,132
662607.6268,202613.4016,Werkner Road Landfill ,Washtenaw County,8027 Werkner Road,Chelsea,48118,Landfill,Yes,Brett Coulter,CoulterB1@Michigan.gov,517-614-7714,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/werkner-road-landfill,-84.0240829,42.3564922,1,MCL,Final,Chelsea,No,,,2020/08/03 00:00:00+00,{37F3BD80-046D-4D98-9D2F-677C83D23097},,,,133
526526.5885,152572.4931,Westside Recycling and Disposal Facility ,St. Joseph County,14094 M-60 West,Three Rivers,49093,Landfill,Yes,"Nathan Whitmyer
",WhitmyerN@Michigan.gov,"269-286-1451
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-joseph-county/westside-recycling-and-disposal-facility,-85.679149,41.9231,2,MCL,Final,Three Rivers,No,,,2020/08/03 00:00:00+00,{3B99BEF6-1D85-49EF-9256-466E5DEE6221},,,,134
686570.9968,227385.6925,Brighton Township Dump,Livingston County,Corlett Drive,Brighton Township,48114,Landfill,Yes,Rebecca Taylor,TaylorR@Michigan.gov ,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/brighton-township-dump,-83.725,42.574,1,MCL,Final,Brighton Township,No,,,2020/08/03 00:00:00+00,{72DFD25F-CEC0-45DC-86A9-45D6E747F675},,,,135
609008.0881,217646.825,Eaton Rapids Municipal Landfill,Eaton County,Hogsback Rd,Eaton Rapids,48827,Landfill,Yes,Rebecca Taylor,TaylorR@Michigan.gov ,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/eaton-county/eaton-rapids-municipal-landfill,-84.6719,42.5015,1,MCL,Final,Eaton Rapids,No,,,2020/08/04 00:00:00+00,{A0153C9E-4D79-4FA8-A214-A9B9C85908B9},,,,136
472610.0189,139943.1989,Southeast Berrien County Landfill Authority,Berrien County,1540 Mayflower Road,Niles,49120,Landfill,No,Nathan Whitmyer,Nathan Whitmyer,269-286-1451,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/southeast-berrien-county-landfill-authority,-86.328737,41.809668,2,MCL,Final,Niles,No,,,2020/08/03 00:00:00+00,{9D46D726-C5A8-4159-B057-F8A6EBC93320},,,,137
536520.8365,192945.8802,"Allied Paper, Inc./Portage Creek/Kalamazoo River Superfund Site, King Highway Landfill (OU3) ",Kalamazoo County,"Intersection of King Highway and Michigan Ave.
",Kalamazoo,49001,Landfill,No,Daniel Peabody,PeabodyD@Michigan.gov,517-285-3924,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/allied-paper-king-highway-landfill-ou3,-85.555816,42.286211,2,MCL,Final,Kalamazoo,No,,,2020/09/03 00:00:00+00,{91F0BE13-45AF-45ED-BBA2-F44465C84E9A},,,,138
537459.4358,192524.8047,"Allied Paper, Inc./Portage Creek/Kalamazoo River Superfund Site, Willow Boulevard/A-Site Landfill (OU2)",Kalamazoo County,Near the intersection of Lake Street and Olmstead Road,Kalamazoo Township,49048,Landfill,No,Daniel Peabody,PeabodyD@Michigan.gov,517-285-3924,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/allied-paper-willow-boulevard-landfill-ou2,-85.544463,42.28237,2,MCL,Final,Kalamazoo Township,No,,,2020/09/03 00:00:00+00,{955D13B9-5D30-4308-B6D0-5EDB664F326B},,,,139
733385.6615,195371.7177,Marathon Petroleum Company,Wayne County,1300 South Fort Street,Detroit,48217,Refinery,N/A,Eric Larson,LarsonE5@Michigan.gov ,586-255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/marathon-petroleum-company,-83.168127,42.272948,1,MCL,Final,Detroit,No,,,2020/09/09 00:00:00+00,{D802D72D-F212-4DAC-AC29-B5B80915D263},,,,140
534637.0531,191153.751,"Allied Paper, Inc./Portage Creek/Kalamazoo River Superfund Site, Allied Paper Landfill (OU1).",Kalamazoo County,268 East Alcott,Kalamazoo,49001,Landfill,No,Daniel Peabody,PeabodyD@Michigan.gov,517-285-3924,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/allied-paper-landfill-ou1,-85.578781,42.270168,2,MCL,Final,"Kalamazoo
",No,,,2020/09/03 00:00:00+00,{1F371363-29B2-4DA5-B738-616166438259},,,,141
368293.7928,520073.4809,Great Lakes Pulp Company Landfill,Menominee County,7 1/2 Mile Road,Menominee ,49858,Landfill,Yes,Mary Ann St Antoine,StAntoineM@Michigan.gov ,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/menominee-county/great-lakes-pulp-company-landfill,-87.67548,45.220143,2,MCL,Final,Menominee Township,No,,,2020/08/28 00:00:00+00,{242CADAD-C955-4A9F-B3D7-941C165E6DBE},,,,142
689574.157,272697.9908,Hemphill Road Industrial Land – RACER,Genesee County,Southeast corner of the South Saginaw Street and Hemphill Road,Burton,48529,Industrial,Yes,Brian Kuberski,KuberskiB@Michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/racer-hemphill-road-industrial-land,-83.672983,42.981133,1,MCL,Final,Burton,No,,,2020/09/03 00:00:00+00,{1CD0950C-ED7E-42D5-A3C3-D77DDD79B535},,,,143
688998.2856,281308.8861,Lockhart Chemical Company,Genesee County,4302 James P Cole Boulevard,Flint,48505,Industrial,No,Brian Kuberski,KuberskiB@Michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/lockhart-chemical-company,-83.67709,43.058784,2,MCL,Final,Flint,No,,,2020/09/03 00:00:00+00,{C2AE3FBA-243D-4B8D-B858-66ECA3D7EA3C},,,,144
687045.0217,276067.8606,RACER Flint West,Genesee County,Northwest corner of Glenwood Avenue and Stevenson Street ,Flint,48503,Industrial,No,Shaun Shields,ShieldS5@Michigan.gov,517-331-8950,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/racer-flint-west,-83.702846,43.012099,2,MCL,Final,Flint,No,,,2020/09/03 00:00:00+00,{016CB452-EB5C-4D59-B655-03B0215B7DF4},,,,145
682966.55,220956.4223,1279 Rickett Road ,Livingston County,1279 Rickett Road ,Brighton,48116,Industrial,Yes,Rebecca Taylor,TaylorR@Michigan.gov ,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/1279-rickett-road,-83.771,42.517,1,MCL,Final,Brighton,No,,,2020/09/09 00:00:00+00,{4AA6FAAC-5BCC-443D-8081-CF70599D28D7},,,,146
733950.6389,198244.104,Rouge Manufacturing Complex ,Wayne County,3001 Miller Road ,Dearborn,48126,Industrial,No,Jeremy Pepin,PepinJ2@Michigan.gov,517-219-2288,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/rouge-manufacturing-complex,-83.1601,42.298628,1,MCL,Final,Dearborn,No,,,2020/09/09 00:00:00+00,{2F98B642-4D44-44C4-8AFA-815464B9107D},,,,147
737835.6554,239008.4714,Southeastern Oakland County Resource Recovery Authority (SOCRRA) Avon Landfill,Oakland County,1741 School Road,Rochester Hills,48307,Landfill,Yes,Aaron Darling,darlinga5@michigan.gov,586-942-1910,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/socrra,-83.09585,42.66429,1,MCL,Final,Rochester Hills,No,,,2020/11/09 00:00:00+00,{DB4D3722-C106-4AE7-A028-69BE2B38E6F8},,,,148
525577.9338,266126.3862,Former Keeler Brass – Godfrey Ave,Kent County,955 and 945 Godfrey Avenue SW,Grand Rapids,49503,Plating,No,Peter Van Heest,VanHeestP@Michigan.gov ,616-439-8019,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/former-keeler-brass-godfrey-ave,-85.68485,42.94567,3,MCL,Final,Grand Rapids,No,,,2020/11/13 00:00:00+00,{277EE6AF-ACE3-41AB-820A-65D09FE67F2B},,,,149
735383.8762,190069.9291,BASF – Northworks Wyandotte,Wayne County,1609 Biddle Avenue,Wyandotte,48192,Industrial,No,Marc Messina,MessinaM@Michigan.gov,517-219-2394,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/basf-northworks-wyandotte,-83.1461,42.22462,1,MCL,Final,Wyandotte,No,,,2020/11/24 00:00:00+00,{66A1ACC3-9E13-495B-99AE-9070B05AA578},,,,150
600914.2722,459461.4818,Grayling Army Airfield ,Crawford County,Grayling Area,Grayling,94105,Military,Yes,Lisa Kruse,KruseL@Michigan.gov,989-370-1424,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/crawford-county/grayling-army-airfield,-84.724621,44.679698,1,Site,Final,Grayling,Yes,,,2017/11/03 00:00:00+00,{C6092150-4D35-40DA-95FF-77316F1560B3},,,,151
594355.4874,558286.2787,Pellston Regional Airport,Emmet County,1395 US-31,Pellston,49769,Airport,Yes,Lisa Kruse,KruseL@Michigan.gov,989-370-1424,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/emmet-county/pellston-regional-airport,-84.788719,45.570022,1,MCL,Final,Pellston,No,,,2020/12/07 00:00:00+00,{425E2E67-67BB-48FC-9B80-75471844333E},,,,152
483865.1848,306322.2677,Former Northside Landfill,Muskegon County,E. McMillan Road,Muskegon,49445,Landfill,Yes,Matthew Pfister,PfisterM@Michigan.gov,616-485-1861,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/former-northside-landfill,-86.19714388,43.30795864,1,MCL,Final,Dalton Township,No,,,2021/01/15 00:00:00+00,{A4D42869-ADAF-485B-943F-94FE055113BA},,,,153
704143.2626,190539.2541,"Willow Run Airport, Ypsilanti",Wayne and Washtenaw County,801 Willow Run Airport,Ypsilanti,48198,Airport,No,Eric Larson,LarsonE5@Michigan.gov,586-255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/willow-run-airport,-83.5243,42.2378,1,MCL,Final,Ypsilanti,No,,,2021/02/03 00:00:00+00,{FEF18814-A0A1-4C57-AD5B-AEEBCEB64B67},,,,154
574740.1104,304416.397,Former City of Stanton Landfill,Montcalm County,South end Grove Street,Stanton,48888,Landfill,Yes,Adam Donne,DonneA1@Michigan.gov,616-558-2070,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/montcalm-county/former-city-of-stanton-landfill,-85.07697,43.28705,1,MCL,Final,Stanton,No,,,2021/02/11 00:00:00+00,{D9C940B9-E0FC-442D-875A-BA429659E175},,,,155
536863.3469,187274.9888,Kalamazoo/Battle Creek International Airport,Kalamazoo County,5235 Portage Road ,Portage,49002,Airport,Yes,Megan Watikunas,WatikunasM@Michigan.gov,269-568-7733,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/kalamazoo-battle-creek-international-airport,-85.55206108,42.23512617,2,MCL,Final,Portage,No,,,2021/03/01 00:00:00+00,{2FBE78E5-D750-4F67-BFBE-D48AAD9230F8},,,,156
415121.4429,574623.4929,Delta County Airport,Delta County,3300 Airport Road,Escanaba,49829,Airport,Yes,Elizabeth DeLiefde,DeLiefdeE@Michigan.gov ,906-235-0002,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/delta-county/delta-county-airport,-87.0886,45.7183,1,MCL,Final,Escanaba,No,,,2021/03/18 00:00:00+00,{ED212AE8-C5D3-4AF4-B471-D82E1D23C879},,,,157
508527.1181,184499.1744,Paw Paw Plating,Van Buren  County,139 Commercial Street ,Paw Paw,49079,Plating,No,Rachel Golota,golotar@michigan.gov ,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/paw-paw-plating,-85.895489,42.211095,2,MCL,Final,Paw Paw,No,,,2021/03/22 00:00:00+00,{5376DF73-626D-445E-A0DF-738B309194D4},,,,158
480294.8629,603813.4728,Zellar Residuals Management Area,Schoolcraft  County,Frankovich Road,Manistique,49854,Landfill,TBD,Mary Ann St Antoine,StAntoineM@Michigan.gov ,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/schoolcraft-county/zellar-residuals-management-area,-86.252333,45.985934,2,MCL,Final,Manistique,No,,,2021/03/22 00:00:00+00,{6E14D81A-2473-48C6-A75B-105CFE15C260},,,,159
755170.711,233881.8845,Axalta Coating Systems,Macomb County,400 North Groesbeck Highway,Mount Clemens,48043,Fire Related,No,Cynthia Paslawski,PaslawskiC@Michigan.gov,586-668-6433,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/axalta-coating-systems,-82.886825,42.612547,1,MCL,Final,Mount Clemens,No,,,2021/03/26 00:00:00+00,{33A6D116-4080-420F-8635-1BC43818E34C},,,,160
490372.2941,249859.7978,Warner-Lambert Company LLC,Ottawa County,188 Howard Avenue,Holland,49424,Industrial,No,Nicole Sanabria,SanabriaN@Michigan.gov,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ottawa-county/warner-lambert-company-llc,-86.11614,42.79968,1,MCL,Final,Holland,No,,,2021/03/31 00:00:00+00,{2FE82886-1685-49CE-A4EA-72DDB51F9D00},,,,161
182784.613,671974.3091,Gogebic-Iron County Airport,Gogebic County,E5560 Airport Road,Ironwood,49938,Airport,Yes,Steve Harrington,HarringtonS@Michigan.gov,906-869-2806,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/gogebic-county/gogebic-iron-county-airport,-90.134941,46.524918,1,MCL,Final,Ironwood,No,,,2021/04/06 00:00:00+00,{07832FA8-26E2-4EA9-9CD6-524791F4981C},,,,162
532900.5419,465246.9134,Cherry Capital Airport,Grand Traverse County,727 Fly Don’t Drive,Traverse City,49686,Airport,Yes,"Brian Flickinger
","FlickingerB@Michigan.gov
","231-876-4456
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/grand-traverse-county/cherry-capital-airport,-85.58242,44.73815,1,MCL,Final,Traverse City,No,,,2021/04/14 00:00:00+00,{30F865CE-3CC2-46AA-9FC1-612F22E77B60},,,,163
532958.7907,466676.5198,"United States Coast Guard Air Station, Traverse City",Grand Traverse County,1169 Airport Access Road ,Traverse City,49686,Military,Yes,"Brian Flickinger
","FlickingerB@Michigan.gov
","231-876-4456
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/grand-traverse-county/east-bay-township-area-of-interest,-85.581591,44.751017,1,MCL,Final,Traverse City,Yes,,,2021/04/14 00:00:00+00,{E30CEF39-F684-4693-AA71-54491EEB909E},,,,164
699097.3894,297360.9604,Forest Waste Superfund Site,Genesee County,8359 East Farrand Road,Otisville,48463,Landfill,No,Nicolas Dawson,DawsonN1@Michigan.gov ,517-897-0912,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/forest-waste-superfund-site,-83.547314,43.200644,,MCL,Final,Forest Township ,No,,,2021/04/29 00:00:00+00,{72E7AF11-1CCE-45B5-9D46-B563374C1280},,,,165
517305.4108,262859.8504,Fenske Landfill Inc.,Ottawa  County,2646 Kenowa Avenue,Tallmadge Charter Township,49544,Landfill,No,Kent Walters,WaltersK7@Michigan.gov ,616-278-4650,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ottawa-county/fenske-landfill-inc,-85.78636,42.916515,,MCL,Final,Tallmadge Township,No,,,2021/05/05 00:00:00+00,{933B3CDC-F2AC-4BD3-8896-1A6AEA72169B},,,,166
508457.7949,184530.7041,Production Rubber Products,Van Buren County,153 Commercial Street,Paw Paw,49079,Industrial,No,Rachel Golota,golotar@michigan.gov ,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/production-rubber-products,-85.896328,42.21138,2,MCL,Final,Paw Paw,No,,,2021/05/12 00:00:00+00,{5E8C6658-5613-4689-9B97-13A502DC35E6},,,,167
479589.5546,413761.9603,Manistee Blacker Airport,Manistee County,2323 Airport Road,Manistee,49660,Airport,No,David Maynard,MaynardD@Michigan.gov,231-429-1656,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/manistee-county/manistee-blacker-airport,-86.253766,44.275148,,MCL,Final,Manistee,No,,,2021/05/18 00:00:00+00,{E6C29E97-B6FA-4598-971A-19CDEA14E576},,,,168
695761.1118,252413.553,Former Falk Road Landfill,Oakland County,16000 Falk Road,Holly,48442,Landfill,Yes,Kimberly Ethridge,EthridgeK@Michigan.gov ,586-324-0183,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/former-falk-road-landfill,-83.604301,42.79697,,MCL,Final,Holly Township,No,,,2021/05/10 00:00:00+00,{937B08D4-B749-48C1-BC22-C661393E9426},,,,169
646541.1344,272363.4733,Shiawassee Sanitary Landfill,Shiawassee County,2000 Helena Street,Owosso Township ,48867,Landfill,Yes,Jessica Tashman,TashmanJ@michigan.gov,517-245-3931,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/shiawassee-county/shiawassee-sanitary-landfill,-84.200729,42.987761,1,MCL,Final,Owosso Township ,No,,,2021/06/03 00:00:00+00,{A715019D-CE2E-49B1-8587-9B3E98BBC1B4},,,,170
562236.1287,281277.6171,Belding Wastewater Treatment Plant,Ionia County,1500 Wells Street,Belding,48809,Wastewater,Yes,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/belding-wastewater-treatment-plant,-85.23378,43.07987,,MCL,Final,Belding,No,,,2021/06/14 00:00:00+00,{5C7BDFD7-4FCC-4CDC-869D-A8FF3D0F2CB4},,,,171
538064.6315,209959.3843,Kavco Landfill,Barry County,West Day Road,Plainwell,49080,Landfill,TBD,Lynn Gosson,gossonl1@michigan.gov,616-648-6937,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/barry-county/kavco-landfill,-85.535862,42.439337,2,MCL,Final,Prairieville Township,No,,,2021/07/09 00:00:00+00,{CA392EAC-F934-47FD-90F6-B0EDA8E0A1FB},,,,172
688508.9569,278436.1638,Former EI DuPont Flint,Genesee County,1555 James P. Cole Boulevard,Flint Township  ,48503,Industrial,No,Nicole Sanabria,SanabriaN@Michigan.gov,"517-281-7726
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/former-el-dupont-flint,-83.68408,43.03305,2,MCL,Final,Flint Township  ,No,,,2021/07/12 00:00:00+00,{293C8114-9A95-4AAF-9748-4C4D112CC5A5},,,,173
546335.6676,482480.3471,Key II Industrial Building ,Antrim County,603 Bridge St.,Elk Rapids,49629,Industrial,No,Jacob Palinsky,PalinskyJ@Michigan.gov,989-370-3053,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/antrim-county/key-ii-industrial-building,-85.411152,44.89253599,,MCL,Final,Elk Rapids,No,,,2021/07/16 00:00:00+00,{BFF41352-ADB4-4654-8C78-A3EDE779E59B},,,,174
480782.5413,279931.582,JB Sims Generating Station,Ottawa County,1231 North 3rd Street,Grand Haven,49417,Industrial,No,Kent Walters,waltersk7@michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ottawa-county/jb-sims-generating-station,-86.234312,43.070284,,MCL,Final,Grand Haven,No,,,2021/07/28 00:00:00+00,{C2A4DF5B-1A45-42D7-A49B-E3B4930C051A},,,,175
734295.5697,214710.5084,Former Hayes Lemmerz International Inc.,Oakland County,1600 West 8 Mile Road,Ferndale,48220,Industrial,No,Joseph Rogers,RogersJ5@Michigan.gov,517-599-5312,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/former-hayes-lemmerz-international-inc,-83.14912,42.44672,2,MCL,Final,,No,,,2021/08/05 00:00:00+00,{DD25A5AD-1FC3-4A45-BB06-05AB5551576A},,,,176
745533.2164,203026.2345,Stroh Parking Structure,Wayne County,2935 Wright Street and 261 McDougall Street,Detroit,48226,Industrial,No,Eric A. Larson,larsone5@michigan.gov,586 255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/stroh-parking-structure,-83.017621,42.338049,4,MCL,Final,,No,,,2021/08/05 00:00:00+00,{51259767-617F-4068-8E67-636F2642F29C},,,,177
690501.0049,283982.2222,Bray Road Site ,Genesee County,5200 Bray Road,Genesee Township,48505,Landfill,Yes,Evin Maguire,MaguireE@Michigan.gov,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/bray-road-site,-83.657719,43.082466,2,MCL,Final,,No,,,2021/08/18 00:00:00+00,{1BC39F3E-21F7-48CE-8A68-B96019450342},,,,178
709841.5146,195183.0611,Cyb Tools,Wayne County,42056 Michigan Avenue,Canton,48188,Plating,N/A,Eric A. Larson,LarsonE5@Michigan.gov ,586 255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/cyb-tools,-83.453575,42.2780599,,MCL,Final,,No,,,2021/09/01 00:00:00+00,{C50941C1-0789-47E4-A531-9B6BF1026D70},,,,179
487082.3827,293190.4044,3523 Heights-Ravenna Road,Muskegon County,3523 Heights Ravenna Road,Muskegon (Fruitport Township),49444,Laundromat/Dry Cleaner,Yes,Peter Van Heest,vanheestp@michigan.gov,616-439-8019,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/3523-heights-ravenna-road,-86.15721,43.18978,,MCL,Final,,No,,,2021/09/03 00:00:00+00,{12E08ABA-BD2C-48D6-8CD6-9ECF470BBEA0},,,,180
